,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2018-08-21,TJX,The Tjx Compani...,"66,005",bmo,0.53,0.59,+0.06 ,+11.32% ,4.73%
2018-08-21,MDT,Medtronic Plc,"131,581",bmo,1.11,1.17,+0.06 ,+5.41% ,5.71%
2018-08-21,KSS,Kohl's Corporat...,"7,823",bmo,1.65,1.76,+0.11 ,+6.67% ,1.71%
2018-08-21,URBN,Urban Outfitter...,"2,312",amc,0.76,0.84,+0.08 ,+10.53% ,-4.73%
2018-08-21,MYGN,Myriad Genetics...,"2,029",amc,0.33,0.38,+0.05 ,+15.15% ,12.51%
2018-08-21,KEYS,Keysight Techno...,"17,212",amc,0.8,0.89,+0.09 ,+11.25% ,6.17%
2018-08-21,PSTG,"Pure Storage, I...","3,882",amc,-0.05,0.01,+0.06 ,+120.00% ,14.27%
2018-08-21,COTY,Coty Inc.,"8,679",bmo,0.14,0.14,0.00 ,0.00% ,-7.10%
2018-08-21,TOL,Toll Brothers I...,"5,293",bmo,1.03,1.26,+0.23 ,+22.33% ,13.79%
2018-08-21,SJM,The J. M. Smuck...,"13,627",bmo,1.81,1.78,-0.03 ,-1.66% ,-6.62%
2018-08-21,GSM,Ferroglobe Plc,320,amc,0.19,0.14,-0.05 ,-26.32% ,-3.82%
2018-08-21,JILL,"J.jill, Inc.",93,bmo,0.23,0.24,+0.01 ,+4.35% ,-10.46%
2018-08-21,RGS,Regis Corporati...,677,bmo,0.03,0.22,+0.19 ,+633.33% ,14.39%
2018-08-21,SE,Sea Limited Spo...,"11,679",amc,-0.7,--,--,--,-4.84%
2018-08-21,JKHY,Jack Henry & As...,"10,588",amc,0.95,1.10,+0.15 ,+15.79% ,7.77%
2018-08-21,PINC,"Premier, Inc.","4,954",bmo,0.66,0.70,+0.04 ,+6.06% ,14.63%
2018-08-21,LZB,La-z-boy Incorp...,"1,479",amc,0.25,0.39,+0.14 ,+56.00% ,13.14%
2018-08-21,CAAP,Corporacion Ame...,"1,315",amc,0.13,--,--,--,1.59%
2018-08-21,RRGB,Red Robin Gourm...,391,amc,0.46,0.46,0.00 ,0.00% ,1.12%
2018-08-21,TUES,Tuesday Morning...,78,bmo,-0.29,-0.23,+0.06 ,+20.69% ,0.00%
