,symbol,company,cap,timing,est,report,surp,pct_surp,pct_ret
2017-10-23,STX,Seagate Technol...,"13,081",bmo,0.86,--,--,--,12.62%
2017-10-23,HAL,Halliburton Com...,"20,128",bmo,0.38,--,--,--,-2.52%
2017-10-23,VFC,V.f. Corporatio...,"34,874",bmo,1.12,--,--,--,5.38%
2017-10-23,KMB,Kimberly-clark...,"47,121",bmo,1.53,--,--,--,-0.80%
2017-10-23,TMUS,"T-mobile Us, In...","65,124",--,0.44,--,--,--,--
2017-10-23,LOGI,Logitech Intern...,"6,491",bmo,0.36,--,--,--,1.20%
2017-10-23,PETS,"Petmed Express,...",315,bmo,0.3,--,--,--,18.15%
2017-10-23,ITW,Illinois Tool W...,"48,208",bmo,1.65,--,--,--,0.31%
2017-10-23,ARNC,Arconic Inc.,"11,709",amc,0.27,--,--,--,-0.08%
2017-10-23,WHR,Whirlpool Corpo...,"9,163",amc,3.9,--,--,--,-10.54%
2017-10-23,STT,State Street Co...,"21,196",bmo,1.61,--,--,--,-2.98%
2017-10-23,CR,Crane Company,"5,064",amc,1.09,--,--,--,2.62%
2017-10-23,ZION,Zions Bancorpor...,"8,436",amc,0.72,--,--,--,-0.09%
2017-10-23,HAS,"Hasbro, Inc.","13,456",bmo,1.93,--,--,--,-8.60%
2017-10-23,HIG,The Hartford Fi...,"20,587",amc,0.59,--,--,--,1.52%
2017-10-23,SUI,Sun Communities...,"12,060",amc,1.12,--,--,--,1.27%
2017-10-23,LII,Lennox Internat...,"11,297",bmo,2.44,--,--,--,7.28%
2017-10-23,ACC,American Campus...,"6,531",amc,0.45,--,--,--,-2.85%
2017-10-23,JBT,John Bean Techn...,"3,887",amc,0.78,--,--,--,8.55%
2017-10-23,PEB,Pebblebrook Hot...,"3,733",amc,0.73,--,--,--,3.37%
2017-10-23,CBU,Community Bank...,"3,407",bmo,0.67,--,--,--,-3.57%
2017-10-23,BOH,Bank Of Hawaii...,"3,406",bmo,1.08,--,--,--,-1.65%
2017-10-23,PCH,Potlatch Corpor...,"2,725",amc,0.88,--,--,--,-2.38%
2017-10-23,OI,"Owens-illinois,...","2,712",amc,0.73,--,--,--,-3.10%
2017-10-23,ADC,Agree Realty Co...,"2,687",amc,0.69,--,--,--,0.20%
